Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,C,ccp_alpha,class_weight,criterion,dual,fit_intercept,intercept_scaling,l1_ratio,max_depth,max_features,max_iter,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,multi_class,n_jobs,penalty,random_state,solver,splitter,tol,verbose,warm_start,accuracy_score_X_test,training_accuracy_score,training_f1_score,training_log_loss,training_precision_score,training_recall_score,training_roc_auc_score,training_score,estimator_name,estimator_class
11/23/2022 23:08,14.0s,5097bdf0fb044bbb91f0aee079961a25,,LOCAL,c:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,1,,None,,FALSE,TRUE,1,None,,,150,,,,,,auto,None,l2,42,lbfgs,,0.0001,0,FALSE,0.908482143,0.895535714,0.884420709,0.252383865,0.885949136,0.895535714,0.906855753,0.895535714,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
11/23/2022 23:04,23.2s,402b8ea3f4584f658badad6ce0946e25,,LOCAL,c:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,1,,balanced,,FALSE,TRUE,1,None,,,150,,,,,,auto,None,l2,42,lbfgs,,0.0001,0,FALSE,0.845982143,0.831696429,0.849388849,0.388954176,0.891558861,0.831696429,0.911676647,0.831696429,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
11/23/2022 23:04,12.0s,f28b12cfef2e488da4c6907a5febdc96,,LOCAL,c:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,1,,balanced,,FALSE,TRUE,1,None,,,250,,,,,,auto,None,l2,42,lbfgs,,0.0001,0,FALSE,0.845982143,0.831696429,0.849388849,0.388954176,0.891558861,0.831696429,0.911676647,0.831696429,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
11/23/2022 23:03,14.5s,75263e1799c84251b7e0efb7a1c64878,,LOCAL,c:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,1,,None,,FALSE,TRUE,1,None,,,250,,,,,,auto,None,l2,42,lbfgs,,0.0001,0,FALSE,0.908482143,0.895535714,0.884420709,0.252383865,0.885949136,0.895535714,0.906855753,0.895535714,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
11/23/2022 23:02,15.1s,61163cf814e34c769ff40319ddcbb9cd,,LOCAL,c:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,1,,None,,FALSE,TRUE,1,None,,,200,,,,,,auto,None,l2,42,newton-cg,,0.0001,0,FALSE,0.908482143,0.895535714,0.884420709,0.252383843,0.885949136,0.895535714,0.906866749,0.895535714,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
11/23/2022 23:00,15.3s,1f032cf00f5f42ffa39a811425e7d455,,LOCAL,c:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,1,,None,,FALSE,TRUE,1,None,,,100,,,,,,auto,None,l2,42,newton-cg,,0.0001,0,FALSE,0.908482143,0.895535714,0.884420709,0.252383843,0.885949136,0.895535714,0.906866749,0.895535714,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
11/23/2022 22:59,14.1s,075145632624496fa06db600c924ca62,,LOCAL,c:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,1,,None,,FALSE,TRUE,1,None,,,100,,,,,,auto,None,l1,42,saga,,0.0001,0,FALSE,0.904017857,0.894642857,0.884082047,0.251717155,0.884779517,0.894642857,0.907250033,0.894642857,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
11/23/2022 22:58,14.1s,bfc3e72a70984e039ed0ab0cf78bf784,,LOCAL,c:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,1,,None,,FALSE,TRUE,1,None,,,100,,,,,,auto,None,l1,42,liblinear,,0.0001,0,FALSE,0.904017857,0.895089286,0.884466616,0.252021738,0.885346652,0.895089286,0.907030116,0.895089286,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
11/23/2022 22:55,15.7s,d5be030667e94fd096acd668efaf440d,,LOCAL,c:\ProgramData\Anaconda3\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,1,,None,,FALSE,TRUE,1,None,,,100,,,,,,auto,None,l2,42,lbfgs,,0.0001,0,FALSE,0.908482143,0.895535714,0.884420709,0.252383865,0.885949136,0.895535714,0.906855753,0.895535714,LogisticRegression,sklearn.linear_model._logistic.LogisticRegression
